Position,"Track Name",Artist,Streams,URL
106,"I Don't Mind",Usher,742150,https://open.spotify.com/track/7aXuop4Qambx5Oi3ynsKQr
107,"Love You Like That","Canaan Smith",736442,https://open.spotify.com/track/2QVzUws1l5mzZ4v46tGHrC
108,Firestone,Kygo,732164,https://open.spotify.com/track/2sNvitW3TxiTeC9xT9f2ZZ
109,"Stolen Dance","Milky Chance",729658,https://open.spotify.com/track/6vECYJHxYmm3Ydt3fF01pE
110,"Rather Be (feat. Jess Glynne)","Clean Bandit",728307,https://open.spotify.com/track/0TVV2gFROJaB3kIZyCUvIY
111,"Ghost Town","Adam Lambert",726316,https://open.spotify.com/track/44aN5xKL3kGHvQ5bXVk6B8
112,"One Man Can Change The World","Big Sean",724701,https://open.spotify.com/track/731Pa6Gt7GAdADATMSEL0N
113,"Flashlight - From ""Pitch Perfect 2"" Soundtrack","Jessie J",723291,https://open.spotify.com/track/6qC8Jj1XOxknPm8N7EbzKX
114,"Dear Future Husband","Meghan Trainor",713146,https://open.spotify.com/track/3cU2wBxuV6nFiuf6PJZNlC
115,"Love Me Harder","Ariana Grande",707793,https://open.spotify.com/track/1aKsg5b9sOngINaQXbB0P7
116,"Tear In My Heart","Twenty One Pilots",701969,https://open.spotify.com/track/3bnVBN67NBEzedqQuWrpP4
117,"Come Get Her","Rae Sremmurd",686521,https://open.spotify.com/track/1Ser4X0TKttOvo8bgdytTP
118,"Runaway (U & I)",Galantis,686229,https://open.spotify.com/track/46lFttIf5hnUZMGvjK0Wxo
119,"100 (feat. Drake)","The Game",685409,https://open.spotify.com/track/1hZ13x9jzNpcSXd6hWtqsw
120,Radioactive,"Imagine Dragons",684166,https://open.spotify.com/track/6Ep6BzIOB9tz3P4sWqiiAB
121,"All of Me","John Legend",677011,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
122,Renegades,"X Ambassadors",676276,https://open.spotify.com/track/0fYVliAYKHuPmECRs1pbRf
123,"Ni**as In Paris","JAY Z",676070,https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007
124,"Hold On, We're Going Home",Drake,672915,https://open.spotify.com/track/6jdOi5U5LBzQrc4c1VT983
125,Geronimo,Sheppard,671194,https://open.spotify.com/track/19cL3SOKpwnwoKkII7U3Wh
126,"Wicked Games","The Weeknd",668300,https://open.spotify.com/track/6VwBbL8CzPiC4QV66ay7oR
127,"Don't It","Billy Currington",665013,https://open.spotify.com/track/4iLPK8QnOvqm0Azbsk2GDn
128,Check,"Meek Mill",663515,https://open.spotify.com/track/5vZDl7Jr6GmtJjnziKSBqN
129,"Like A Wrecking Ball","Eric Church",651621,https://open.spotify.com/track/6hr4weuSidHy2LNMw8UVJ2
130,"Let Her Go",Passenger,648942,https://open.spotify.com/track/7DFNE7NO0raLIUbgzY2rzm
131,Homegrown,"Zac Brown Band",647588,https://open.spotify.com/track/1qwnPVOIJjAFfCc40Etb1D
132,Animals,"Maroon 5",644721,https://open.spotify.com/track/7uolkTLavH97itenLjNmx9
133,"Sippin’ On Fire","Florida Georgia Line",641195,https://open.spotify.com/track/0H9Q7Vzu8nYRDBZYKbtU8d
134,"Ain't Nobody (Loves Me Better)","Felix Jaehn",635467,https://open.spotify.com/track/5afHIkEcVhCF1Z1CTqMUXB
135,"Loving You Easy","Zac Brown Band",634668,https://open.spotify.com/track/69XcvSymPaTke2Qb6f3W6P
136,"F**kin' Problems","A$AP Rocky",630160,https://open.spotify.com/track/4XoP1AkbOurU9CeZ2rMEz2
137,Pompeii,Bastille,627236,https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795
138,"Like I Can","Sam Smith",626934,https://open.spotify.com/track/2DnBQKrh8aodN4dBSdXAUh
139,"El Perdón","Nicky Jam",625588,https://open.spotify.com/track/4Ld3RS6KBXGsvtfmnjxlVl
140,"Prayer in C - Robin Schulz Radio Edit","Lilly Wood and The Prick",624291,https://open.spotify.com/track/0uVyZywUNOp6S0dU5r8TS8
141,"Jealous - Remix","Nick Jonas",621741,https://open.spotify.com/track/6erZDIGMbZG8lCllaxzZ19
142,Believe,"Mumford & Sons",621564,https://open.spotify.com/track/4A57CXs3jAmyNTMAwWaV53
143,Freedom,"Pharrell Williams",620614,https://open.spotify.com/track/6RB9YvNyP0RZfCUcMtZELH
144,"I See Fire","Ed Sheeran",608817,https://open.spotify.com/track/5pY3ovFxbvAg7reGZjJQSp
145,Summer,"Calvin Harris",605186,https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05
146,Maps,"Maroon 5",602168,https://open.spotify.com/track/71ywEs45ClmTNRiaJ7YEsr
147,"Should’ve Been Us","Tori Kelly",602073,https://open.spotify.com/track/5Llo0YjyWmLc7LJd4DLljJ
148,3005,"Childish Gambino",601097,https://open.spotify.com/track/3Z2sglqDj1rDRMF5x0Sz2R
149,G.O.M.D.,"J. Cole",600860,https://open.spotify.com/track/16qYlQ6koFxYVbiJbGHblz
150,"Electric Body","A$AP Rocky",600423,https://open.spotify.com/track/6br4Pc0BzU6dTD5fEmks2i
151,"Are You With Me - Radio Edit","Lost Frequencies",599669,https://open.spotify.com/track/477daPpd3DnneaHhvjM35l
152,Chains,"Nick Jonas",599054,https://open.spotify.com/track/5OfgGVovaV6pd9kQZUSRP7
153,"Black Magic","Little Mix",598377,https://open.spotify.com/track/33NHr7lu7tCMjK05jUj1v0
154,"Happy - From ""Despicable Me 2""","Pharrell Williams",594240,https://open.spotify.com/track/5b88tNINg4Q4nrRbrCXUmg
155,"Counting Stars",OneRepublic,592187,https://open.spotify.com/track/1QzFhzIOW7CyRJLpmq5CM0
156,"Hood Go Crazy","Tech N9ne",591429,https://open.spotify.com/track/0kIHfcHGFGm5xb0dSlKEdp
157,"Kings Never Die",Eminem,590862,https://open.spotify.com/track/7wP0LroZmjoBjwMs3EjCdA
158,"Leave The Night On","Sam Hunt",588925,https://open.spotify.com/track/3wx2kQWPn9p5UppQbNhPAk
159,Outside,"Calvin Harris",587263,https://open.spotify.com/track/7MmG8p0F9N3C4AXdK6o6Eb
160,"Often - Kygo Remix","The Weeknd",584793,https://open.spotify.com/track/1qoHlIpgGxtmYsYdyiySiL
